,product_id,product_name,discounted_price,actual_price,rating,rating_count,main category,sub category,discount_percentage %,quality of product
1026,B0B61DSF17,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 2 Year Warranty |,199.0,1999.0,3.7,2031.0,Home&Kitchen,DigitalKitchenScales,90.0,very good
1029,B07VNFP3C2,"Prestige 1.5 Litre Kettle 1500-watts, Red",749.0,1245.0,3.9,31783.0,Home&Kitchen,Kettles&HotWaterDispensers,40.0,very good
1030,B00LUGTJGO,Bajaj RHX-2 800-Watt Room Heater (White),1399.0,1549.0,3.9,2602.0,Home&Kitchen,ElectricHeaters,10.0,very good
1033,B00NW4UWN6,Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),1043.0,1345.0,3.8,15592.0,Home&Kitchen,Kettles&HotWaterDispensers,22.0,very good
1034,B01NCVJMKX,"SHOPTOSHOP Electric Lint Remover, Best Lint Shaver for Clothes,Lint Remover for Woolen Clothes ,Lint Remover for Sweaters",499.0,999.0,4.1,4859.0,Home&Kitchen,"Irons,Steamers&Accessories",50.0,excellent
1035,B00O24PUO6,Orpat OEH-1260 2000-Watt Fan Heater (Grey),1464.0,1650.0,4.1,14120.0,Home&Kitchen,FanHeaters,11.0,excellent
1036,B07GXPDLYQ,PRO365 Indo Mocktails/Coffee Foamer/Cappuccino/Lemonade/Milk Frother (6 Months Warranty),249.0,499.0,3.3,8427.0,Home&Kitchen,HandBlenders,50.0,very good
1037,B01C8P29N0,"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",625.0,1400.0,4.2,23316.0,Home&Kitchen,"Irons,Steamers&Accessories",55.0,excellent
1038,B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",1290.0,2500.0,4.0,6530.0,Home&Kitchen,MixerGrinders,48.0,excellent
1039,B078JDNZJ8,Havells Instanio 3-Litre Instant Geyser (White/Blue),3600.0,6190.0,4.3,11924.0,Home&Kitchen,InstantWaterHeaters,42.0,excellent
1041,B083GKDRKR,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",1625.0,2995.0,4.5,23484.0,Home&Kitchen,Kettles&HotWaterDispensers,46.0,excellent
1042,B097R2V1W8,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",2599.0,5890.0,4.1,21783.0,Home&Kitchen,InstantWaterHeaters,56.0,excellent
1043,B07YR26BJ3,KENT 16052 Elegant Electric Glass Kettle 1.8L 2000 W | Blue LED Illumination | Borosilicate Glass Body | Boil Drying Protection | Used as Boiler | Milk | Tea | Water & Soup | 1 Year Warranty,1199.0,2000.0,4.0,14030.0,Home&Kitchen,Kettles&HotWaterDispensers,40.0,excellent
1046,B01C8P29T4,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",599.0,785.0,4.2,24247.0,Home&Kitchen,"Irons,Steamers&Accessories",24.0,excellent
1048,B096YCN3SD,"Lifelong LLEK15 Electric Kettle 1.5L with Stainless Steel Body, Easy and Fast Boiling of Water for Instant Noodles, Soup, Tea etc. (1 Year Warranty, Silver)",549.0,1000.0,3.6,1074.0,Home&Kitchen,Kettles&HotWaterDispensers,45.0,very good
1049,B09LQH3SD9,"Lifelong LLQH922 Regalia 800 W (ISI Certified) Quartz Room Heater with 2 Power settings, Overheating Protection, 2 Rod Heater (1 Year Warranty, White)",999.0,2000.0,3.8,1163.0,Home&Kitchen,ElectricHeaters,50.0,very good
1050,B09KNMLH4Y,"R B Nova Lint/Fabric Shaver for Cloths, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Pack of 1",398.0,1999.0,4.1,257.0,Home&Kitchen,"Irons,Steamers&Accessories",80.0,excellent
1052,B07QDSN9V6,INALSA Electric Kettle 1.5 Litre with Stainless Steel Body - Absa|Auto Shut Off & Boil Dry Protection Safety Features| Cordless Base & Cord Winder|Hot Water Kettle |Water Heater Jug,699.0,1595.0,4.1,8090.0,Home&Kitchen,Kettles&HotWaterDispensers,56.0,excellent
1053,B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),2148.0,3645.0,4.1,31388.0,Home&Kitchen,InductionCooktop,41.0,excellent
1054,B0B8XNPQPN,"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green",3599.0,7950.0,4.2,136.0,Home&Kitchen,DeepFatFryers,55.0,excellent
1055,B0814P4L98,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",351.0,999.0,4.0,5380.0,Home&Kitchen,LaundryBaskets,65.0,excellent
1057,B088ZTJT2R,Havells Immersion HB15 1500 Watt (White Blue),719.0,1295.0,4.2,17218.0,Home&Kitchen,ImmersionRods,44.0,excellent
1058,B0BK1K598K,"AGARO LR2007 Lint Remover, Rechargeable, for Woolen Sweaters, Blankets, Jackets, Burr Remover, Pill Remover From Carpets, Curtains",678.0,1499.0,4.2,900.0,Home&Kitchen,"Irons,Steamers&Accessories",55.0,excellent
1059,B09Y5FZK9N,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup, 1500 Watt with Auto Shut- off Feature - (Silver)",809.0,1545.0,3.7,976.0,Home&Kitchen,Kettles&HotWaterDispensers,48.0,very good
1060,B09J2SCVQT,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),1969.0,5000.0,4.1,4927.0,Home&Kitchen,JuicerMixerGrinders,61.0,excellent
1061,B00TDD0YM4,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains (White)",1490.0,1695.0,4.4,3543.0,Home&Kitchen,"Irons,Steamers&Accessories",12.0,excellent
1062,B078KRFWQB,"Havells Cista Room Heater, White, 2000 Watts",2499.0,3945.0,3.8,2732.0,Home&Kitchen,ElectricHeaters,37.0,very good
1063,B07SRM58TP,"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",1665.0,2099.0,4.0,14368.0,Home&Kitchen,Vacuums&FloorCare,21.0,excellent
1065,B0832W3B7Q,Pigeon By Stovekraft ABS Plastic Acer Plus Induction Cooktop 1800 Watts With Feather Touch Control - Black,1799.0,3595.0,3.8,9791.0,Home&Kitchen,InductionCooktop,50.0,very good
1066,B07WNK1FFN,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",1260.0,1699.0,4.2,2891.0,Home&Kitchen,Kettles&HotWaterDispensers,26.0,excellent
1067,B009P2LK08,"Bajaj Minor 1000 Watts Radiant Room Heater (Steel, ISI Approved)",749.0,1129.0,4.0,2446.0,Home&Kitchen,ElectricHeaters,34.0,excellent
1068,B07DGD4Z4C,"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)",3499.0,5795.0,3.9,25340.0,Home&Kitchen,MixerGrinders,40.0,very good
1069,B07GMFY9QM,"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",379.0,999.0,4.3,3096.0,Home&Kitchen,EggBoilers,62.0,excellent
1070,B0BGPN4GGH,"Lifelong LLQH925 Dyno Quartz Heater 2 Power settings Tip Over Cut-off Switch 800 Watt Silent operation Power Indicator 2 Rod Room Heater (1 Year Warranty, Grey)",1099.0,2400.0,3.8,4.0,Home&Kitchen,ElectricHeaters,54.0,very good
1071,B0B2DZ5S6R,"Amazon Basics 1500 W Electric Kettle (Stainless Steel Body, 1.5 L)",749.0,1299.0,4.0,119.0,Home&Kitchen,Kettles&HotWaterDispensers,42.0,excellent
1073,B01MY839VW,"Orient Electric Fabrijoy DIFJ10BP 1000-Watt Dry Iron, Non-Stick (White and Blue)",549.0,1090.0,4.2,13029.0,Home&Kitchen,"Irons,Steamers&Accessories",50.0,excellent
1074,B09LV1CMGH,"Lifelong LLFH921 Regalia 2000 W Fan Heater, 3 Air Settings, Room Heater with Overheating Protection, 1 Year Warranty ( White, (ISI Certified, Ideal for small to medium room/area)",899.0,2000.0,3.6,291.0,Home&Kitchen,FanHeaters,55.0,very good
1075,B01EY310UM,"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",1321.0,1545.0,4.3,15453.0,Home&Kitchen,"Irons,Steamers&Accessories",14.0,excellent
1076,B09NL7LBWT,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",1099.0,1999.0,4.0,604.0,Home&Kitchen,"Irons,Steamers&Accessories",45.0,excellent
1079,B08TM71L54,"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, up to 20g/min, Kills 99.9%* Bacteria (Reno Blue), Small",3190.0,4195.0,4.0,1282.0,Home&Kitchen,"Irons,Steamers&Accessories",24.0,excellent
1080,B0BPBXNQQT,"Room Heater Warmer Wall-Outlet 400 Watts Electric Handy Room Heater (Room Heaters Home for Bedroom, Reading Books, Work, bathrooms, Rooms, Offices, Home Offices,2022",799.0,1989.0,4.3,70.0,Home&Kitchen,ElectricHeaters,60.0,excellent
1081,B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",2699.0,5000.0,4.0,26164.0,Home&Kitchen,JuicerMixerGrinders,46.0,excellent
1082,B0883KDSXC,USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),599.0,990.0,3.9,16166.0,Home&Kitchen,"Irons,Steamers&Accessories",39.0,very good
1085,B01M5B0TPW,Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),1819.0,2490.0,4.4,7946.0,Home&Kitchen,MiniFoodProcessors&Choppers,27.0,excellent
1086,B082KVTRW8,KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Over heating protection | Multipurpose hot water Kettle | 1 Year Warranty,1199.0,1900.0,4.0,1765.0,Home&Kitchen,Kettles&HotWaterDispensers,37.0,excellent
1087,B08CFJBZRK,Prestige IRIS Plus 750 watt mixer grinder,3249.0,6295.0,3.8,14062.0,Home&Kitchen,MixerGrinders,48.0,very good
1088,B07H3WDC4X,"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",349.0,999.0,4.0,15646.0,Home&Kitchen,EggBoilers,65.0,excellent
1090,B083P71WKK,"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hanging Design, Touch Button, Tare Function & 1 Year Warranty – Chef-Mate KS 40",799.0,1500.0,4.3,9695.0,Home&Kitchen,DigitalKitchenScales,47.0,excellent
1093,B0949FPSFY,"Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitness, Baking & Cooking (5Kgs, Stainless Steel, 2 Years Warranty)",799.0,1999.0,4.1,2162.0,Home&Kitchen,DigitalKitchenScales,60.0,excellent
1094,B08F47T4X5,"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",89.0,89.0,4.2,19621.0,Home&Kitchen,VacuumSealers,0.0,excellent
1095,B01M0505SJ,Orient Electric Apex-FX 1200mm Ultra High Speed 400 RPM Ceiling Fan (Brown),1400.0,2485.0,4.1,19998.0,Home&Kitchen,CeilingFans,44.0,excellent
1096,B08D6RCM3Q,"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, (Pack of 1), Mushroom Print",355.0,899.0,4.1,1051.0,Home&Kitchen,LaundryBaskets,61.0,excellent
1097,B009P2LITG,"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)",2169.0,3279.0,4.1,1716.0,Home&Kitchen,ElectricHeaters,34.0,excellent
1098,B00V9NHDI4,"Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (Black)",2799.0,3799.0,3.9,32931.0,Home&Kitchen,Vacuums&FloorCare,26.0,very good
1099,B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",899.0,1249.0,3.9,17424.0,Home&Kitchen,Kettles&HotWaterDispensers,28.0,very good
1101,B0B3X2BY3M,Crompton Gracee 5-L Instant Water Heater (Geyser),3599.0,7299.0,4.0,10324.0,Home&Kitchen,InstantWaterHeaters,51.0,excellent
1102,B00F159RIK,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",499.0,625.0,4.2,5355.0,Home&Kitchen,"Irons,Steamers&Accessories",20.0,excellent
1103,B08MV82R99,Bajaj Waterproof 1500 Watts Immersion Rod Heater,653.0,1020.0,4.1,3366.0,Home&Kitchen,ImmersionRods,36.0,excellent
1105,B009P2LK80,"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor",1409.0,1639.0,3.7,787.0,Home&Kitchen,HalogenHeaters,14.0,very good
1106,B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),753.0,899.0,4.2,18462.0,Home&Kitchen,HandBlenders,16.0,excellent
1107,B0B25DJ352,"GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying, Multi Color",353.0,1199.0,4.3,629.0,Home&Kitchen,EggBoilers,71.0,excellent
1108,B013B2WGT6,"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",1099.0,1899.0,4.3,15276.0,Home&Kitchen,DigitalKitchenScales,42.0,excellent
1110,B091V8HK8Z,"Milton Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",1345.0,1750.0,3.8,2466.0,Home&Kitchen,Kettles&HotWaterDispensers,23.0,very good
1111,B071VNHMX2,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),2095.0,2095.0,4.5,7949.0,Home&Kitchen,Pop-upToasters,0.0,excellent
1112,B08MVSGXMY,Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),1498.0,2300.0,3.8,95.0,Home&Kitchen,ElectricHeaters,35.0,very good
1113,B00H0B29DI,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),2199.0,2990.0,3.8,1558.0,Home&Kitchen,HeatConvectors,26.0,very good
1114,B01GZSQJPA,"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",3699.0,4295.0,4.1,26543.0,Home&Kitchen,MixerGrinders,14.0,excellent
1115,B08VGFX2B6,"Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Beige & Brown)-KUBMART11450",177.0,199.0,4.1,3688.0,Home&Kitchen,LaundryBaskets,11.0,excellent
1116,B09GYBZPHF,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",1149.0,2499.0,3.8,4383.0,Home&Kitchen,MixerGrinders,54.0,very good
1117,B0B4KPCBSH,IKEA Frother for Milk,244.0,499.0,3.3,478.0,Home&Kitchen,CoffeeGrinders,51.0,very good
1118,B09CGLY5CX,"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",1959.0,2400.0,4.0,237.0,Home&Kitchen,ElectricHeaters,18.0,excellent
1119,B09JN37WBX,Lint Remover Woolen Clothes Lint Extractor Battery Lint Removing Machine Bhur Remover,319.0,749.0,4.6,124.0,Home&Kitchen,"Irons,Steamers&Accessories",57.0,excellent
1120,B01I1LDZGA,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",1499.0,1775.0,3.9,14667.0,Home&Kitchen,Kettles&HotWaterDispensers,16.0,very good
1121,B0BN2576GQ,"C (DEVICE) Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",469.0,1599.0,3.7,6.0,Home&Kitchen,"Irons,Steamers&Accessories",71.0,very good
1122,B06XPYRWV5,Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),1099.0,1795.0,4.2,4244.0,Home&Kitchen,Pop-upToasters,39.0,excellent
1124,B00O2R38C4,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",999.0,1490.0,4.1,12999.0,Home&Kitchen,ExhaustFans,33.0,excellent
1125,B0B2CZTCL2,"Wipro Vesta 1.8 litre Cool touch electric Kettle with Auto cut off | Double Layer outer body | Triple Protection - Dry Boil, Steam & Over Heat |Stainless Steel Inner Body | (Black, 1500 Watt)",1299.0,1999.0,3.8,311.0,Home&Kitchen,Kettles&HotWaterDispensers,35.0,very good
1126,B00PVT30YI,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",292.0,499.0,4.1,4238.0,Home&Kitchen,DripCoffeeMachines,41.0,excellent
1127,B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",160.0,299.0,4.6,2781.0,Home&Kitchen,VacuumSealers,46.0,excellent
1128,B00E9G8KOY,HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,600.0,600.0,4.1,10907.0,Home&Kitchen,WaterPurifierAccessories,0.0,excellent
1129,B00H3H03Q4,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,1130.0,1130.0,4.2,13250.0,Home&Kitchen,WaterCartridges,0.0,excellent
1132,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,368.0,699.0,4.1,1240.0,Home&Kitchen,EggBoilers,47.0,excellent
1133,B075JJ5NQC,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",3199.0,4999.0,4.0,20869.0,Home&Kitchen,MixerGrinders,36.0,excellent
1134,B0B5KZ3C53,"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",1599.0,2900.0,3.7,441.0,Home&Kitchen,Rice&PastaCookers,45.0,very good
1135,B09NTHQRW3,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",1999.0,2499.0,4.1,1034.0,Home&Kitchen,HandBlenders,20.0,excellent
1137,B07QHHCB27,KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,1499.0,2100.0,4.1,6355.0,Home&Kitchen,HandBlenders,29.0,excellent
1138,B0BMFD94VD,"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",199.0,499.0,3.3,12.0,Home&Kitchen,VacuumSealers,60.0,very good
1139,B00HZIOGXW,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),610.0,825.0,4.1,13165.0,Home&Kitchen,ImmersionRods,26.0,excellent
1140,B09CKSYBLR,"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",999.0,1499.0,4.1,1646.0,Home&Kitchen,MiniFoodProcessors&Choppers,33.0,excellent
1142,B09MTLG4TP,"SAIELLIN Electric Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and Furniture Lint Roller for Fabrics Portable Lint Shavers (White Orange)",453.0,999.0,4.3,610.0,Home&Kitchen,"Irons,Steamers&Accessories",55.0,excellent
1143,B097XJQZ8H,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",2464.0,6000.0,4.1,8866.0,Home&Kitchen,MixerGrinders,59.0,excellent
1144,B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",2719.0,3945.0,3.7,13406.0,Home&Kitchen,Rice&PastaCookers,31.0,very good
1146,B0B3G5XZN5,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 4000 mAh Rechargeable Battery, 230 Watt Motor, 500 ML",2799.0,3499.0,4.5,546.0,Home&Kitchen,HandBlenders,20.0,excellent
1147,B07WKB69RS,"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)",2088.0,5550.0,4.0,5292.0,Home&Kitchen,InstantWaterHeaters,62.0,excellent
1148,B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",2399.0,4590.0,4.1,444.0,Home&Kitchen,InstantWaterHeaters,48.0,excellent
1149,B06XMZV7RH,ATOM Selves-MH 200 GM Digital Pocket Scale,308.0,499.0,3.9,4584.0,Home&Kitchen,DigitalKitchenScales,38.0,very good
1150,B09WMTJPG7,Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,2599.0,4400.0,4.1,14947.0,Home&Kitchen,InstantWaterHeaters,41.0,excellent
1151,B09ZK6THRR,"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)",479.0,1000.0,4.2,1559.0,Home&Kitchen,"Irons,Steamers&Accessories",52.0,excellent
1152,B07MP21WJD,"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",245.0,299.0,4.1,1660.0,Home&Kitchen,"Irons,Steamers&Accessories",18.0,excellent
1153,B09XB1R2F3,"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)",179.0,799.0,3.5,132.0,Home&Kitchen,"Irons,Steamers&Accessories",78.0,very good
1154,B08Y5QJXSR,atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),3569.0,5190.0,4.3,28629.0,Home&Kitchen,CeilingFans,31.0,excellent
1155,B07WJXCTG9,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",699.0,1345.0,3.9,8446.0,Home&Kitchen,Kettles&HotWaterDispensers,48.0,very good
